Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000113857			Gm46338
ENSMUSG00000132199			Gm60432
ENSMUSG00000127329			Gm52065
ENSMUSG00000132209			Gm30445
ENSMUSG00000088141			Mir1962
ENSMUSG00000127367			Gm60379
ENSMUSG00000031004	ENSG00000148773	MKI67	Mki67
ENSMUSG00000113778			Gm40847
ENSMUSG00000127470			Gm60381
ENSMUSG00000092266			Gm20500
ENSMUSG00000092103			Gm17039
ENSMUSG00000089268			Mir1961
ENSMUSG00000106930			Gm6450
ENSMUSG00000089018			Gm25521
ENSMUSG00000113110			Gm48528
ENSMUSG00000045314	ENSG00000186212	SOWAHB	Sowahb
ENSMUSG00000127517			Gm30867
ENSMUSG00000139022			Gm61242
ENSMUSG00000027002	ENSG00000061676	NCKAP1	Nckap1
ENSMUSG00000127553			Gm31803
ENSMUSG00000024165	ENSG00000206053	JPT2	Jpt2
ENSMUSG00000127566			Gm60382
ENSMUSG00000113814			Gm9255
ENSMUSG00000088240			Gm22915
ENSMUSG00000127572			Gm60383
ENSMUSG00000107374			Gm43172
ENSMUSG00000085770			Gm11381
ENSMUSG00000132215			Gm60434
ENSMUSG00000032898	ENSG00000135108	FBXO21	Fbxo21
ENSMUSG00000127627			Gm60384
ENSMUSG00000080673			Gm23336
ENSMUSG00000116096			4933404G15Rik
ENSMUSG00000127666			Gm60386
ENSMUSG00000103761			Gm37859
ENSMUSG00000027886	ENSG00000179902	CFAP276	Cfap276
ENSMUSG00000073184			Gm49957
ENSMUSG00000106936			Gm7554
ENSMUSG00000106827			Gm7556
ENSMUSG00000127674			Gm60389
ENSMUSG00000057716	ENSG00000261115	TMEM178B	Tmem178b
ENSMUSG00000127701			Gm60390
ENSMUSG00000114140			Gm6943
ENSMUSG00000114823			Gm31630
ENSMUSG00000113300			Gm49371
ENSMUSG00000127852			Gm60396
ENSMUSG00000113170			Gm36839
ENSMUSG00000028334	ENSG00000095380	NANS	Nans
ENSMUSG00000113077			Gm49379
ENSMUSG00000088185			Scarna2
ENSMUSG00000124497			Gm38702
ENSMUSG00000105810			Gm43435
ENSMUSG00000127906			Gm60397
ENSMUSG00000068732			Tmem167b
ENSMUSG00000109910			Gm45240
ENSMUSG00000127984			Gm60398
ENSMUSG00000114100			Gm48647
ENSMUSG00000110004			Gm45440
ENSMUSG00000110113			Gm45439
ENSMUSG00000127990			Gm60400
ENSMUSG00000095261			Gm17391
ENSMUSG00000114808			Gm47947
ENSMUSG00000113123			Gm40864
ENSMUSG00000098031			Gm9341
ENSMUSG00000097406			Gm26833
ENSMUSG00000103331			Gm37995
ENSMUSG00000128011			Gm60404
ENSMUSG00000102623			Gm37673
ENSMUSG00000109792			Gm45426
ENSMUSG00000132245			Gm60438
ENSMUSG00000020532	ENSG00000278540	ACACA	Acaca
ENSMUSG00000097563			Gm26638
ENSMUSG00002075912	ENSG00000202473	RN7SKP81	Gm56340
ENSMUSG00000113413			Gm21941
ENSMUSG00000109894			Gm5904
ENSMUSG00000132246			Gm60440
ENSMUSG00000114384			4930455J16Rik
ENSMUSG00000097484			Gm26807
ENSMUSG00000132280			Gm60442
ENSMUSG00000110126			Gm9347
ENSMUSG00002075820			Gm55897
ENSMUSG00000132332			Gm60443
ENSMUSG00000136602			
ENSMUSG00000048100	ENSG00000197780	TAF13	Taf13
ENSMUSG00000102287			Gm37003
ENSMUSG00000113574			Gm48037
ENSMUSG00000036570	ENSG00000266964	FXYD1	Fxyd1
ENSMUSG00000132339			Gm60444
ENSMUSG00000029916	ENSG00000006530	AGK	Agk
ENSMUSG00000114139			Gm20336
ENSMUSG00000103375			Gm37181
ENSMUSG00000116891			Gm32679
ENSMUSG00000038002	ENSG00000007545	CRAMP1	Cramp1
ENSMUSG00000026087	ENSG00000185414	MRPL30	Mrpl30
ENSMUSG00000097307			Gm26834
ENSMUSG00000113876			Gm48042
ENSMUSG00000126371			
ENSMUSG00000113552			Gm48046
ENSMUSG00000113174			Gm9292
ENSMUSG00000039853	ENSG00000106785	TRIM14	Trim14
ENSMUSG00000113798			Gm47385
ENSMUSG00000126350			
ENSMUSG00000092465			Gm20472
ENSMUSG00000132477			Gm60448
ENSMUSG00000132483			Gm60449
ENSMUSG00000122060			Gm61257
ENSMUSG00000132506			Gm60452
ENSMUSG00000040389	ENSG00000085433	WDR47	Wdr47
ENSMUSG00000132512			Gm60453
ENSMUSG00000116753			Gm36001
ENSMUSG00000132532			Gm60457
ENSMUSG00000114661			Gm48707
ENSMUSG00000113691			Gm38699
ENSMUSG00000132552			Gm60458
ENSMUSG00000133812			
ENSMUSG00000114022			Gm17330
ENSMUSG00000132583			Gm60460
ENSMUSG00000130581			Gm61258
ENSMUSG00000128042			Gm60417
ENSMUSG00000132595			Gm60461
ENSMUSG00000113632			Gm47446
ENSMUSG00000128082			Gm60418
ENSMUSG00000128090			Gm60420
ENSMUSG00000092545			Gm20319
ENSMUSG00000128106			Gm60421
ENSMUSG00000141379			
ENSMUSG00000112975			Gm21297
ENSMUSG00000113346			Eprn
ENSMUSG00000066553			Gm6969
ENSMUSG00000143530			Gm61259
ENSMUSG00000083191			Gm15571
ENSMUSG00000111333			Gm48670
ENSMUSG00000131760			Gm61260
ENSMUSG00000111972			Gm40778
ENSMUSG00000128130			Gm60428
ENSMUSG00000112999			9530050K03Rik
ENSMUSG00000085592			Gm16321
ENSMUSG00000128136			Gm60430
ENSMUSG00000137308			Gm61261
ENSMUSG00000034813	ENSG00000155974	GRIP1	Grip1
ENSMUSG00000021908			Ncoa4-ps
ENSMUSG00000139889			Gm61263
ENSMUSG00000090478			Gm5656
ENSMUSG00000128157			Gm60433
ENSMUSG00000114379			Gm4241
ENSMUSG00000090358			Gm2822
ENSMUSG00000026279	ENSG00000176946	THAP4	Thap4
ENSMUSG00000143457			Gm61264
ENSMUSG00000081499			Gm12517
ENSMUSG00000114309			Gm48295
ENSMUSG00000027884	ENSG00000121940	CLCC1	Clcc1
ENSMUSG00000090989			Gm17042
ENSMUSG00000128225			Gm60437
ENSMUSG00000097717			1700066J03Rik
ENSMUSG00000140227			Gm61265
ENSMUSG00000090555			Gm8893
ENSMUSG00000034327	ENSG00000104756	KCTD9	Kctd9
ENSMUSG00000064410			Gm22247
ENSMUSG00000128246			Gm60439
ENSMUSG00000028337	ENSG00000106789	CORO2A	Coro2a
ENSMUSG00000128330			Gm60441
ENSMUSG00000037172	ENSG00000257093	DENND11	Dennd11
ENSMUSG00000140262			Gm61267
ENSMUSG00000113771			Gm36529
ENSMUSG00000132676			Gm60481
ENSMUSG00000091277			Gm1818
ENSMUSG00000130836			Gm61268
ENSMUSG00000091157			Serpina3l-ps
ENSMUSG00000132692			Gm60483
ENSMUSG00000132843			Gm32356
ENSMUSG00000128356			Gm60445
ENSMUSG00000132853			4930529L06Rik
ENSMUSG00000128389			Gm60446
ENSMUSG00000091762			Gm3191
ENSMUSG00000128390			Gm60447
ENSMUSG00000114038			Gm40999
ENSMUSG00000132868			Gm60485
ENSMUSG00000129605			
ENSMUSG00000132903			Gm60486
ENSMUSG00000132918			Gm60487
ENSMUSG00000132930			Gm60489
ENSMUSG00000120071			Gm56598
ENSMUSG00000132968			Gm60492
ENSMUSG00000107058			Gm42545
ENSMUSG00000132991			Gm60493
ENSMUSG00000037999	ENSG00000047365	ARAP2	Arap2
ENSMUSG00000133036			Gm60494
ENSMUSG00000133200			Gm60495
ENSMUSG00000133226			Gm60496
ENSMUSG00000128419			Gm60450
ENSMUSG00000128425			Gm60451
ENSMUSG00000133227			Gm60497
ENSMUSG00000101952			Gm10550
ENSMUSG00000128430			Gm60454
ENSMUSG00000133236			Gm60499
ENSMUSG00000024228	ENSG00000112874	NUDT12	Nudt12
ENSMUSG00000128443			Gm60456
ENSMUSG00000061584	ENSG00000185674	LYG2	Lyg2
ENSMUSG00000120420			Gm56612
ENSMUSG00000114662			Gm31683
ENSMUSG00000128508			Gm60459
ENSMUSG00000133308			Gm60500
ENSMUSG00000120347			Gm56597
ENSMUSG00000128516			Gm60462
ENSMUSG00000128529			Gm60464
ENSMUSG00000091732			Gm17541
ENSMUSG00000128573			Gm60465
ENSMUSG00000128591			Gm60466
ENSMUSG00000128625			Gm60467
ENSMUSG00000129170			Gm53750
ENSMUSG00000128658			Gm60468
ENSMUSG00000110473			Gm29705
ENSMUSG00000087374			Gm15457
ENSMUSG00000133356			Gm53954
ENSMUSG00000086698			4930511O05Rik
ENSMUSG00000118594			Gm53016
ENSMUSG00000133370			Gm60505
ENSMUSG00002076049	ENSG00000274998	SNORA17A	Gm23128
ENSMUSG00000119779			Gm23128
ENSMUSG00000133380			Gm60506
ENSMUSG00000091269			Gm6682
ENSMUSG00000136250			Gm59224
ENSMUSG00000109922			Gm20948
ENSMUSG00000133483			Gm60507
ENSMUSG00000144089			Gm61276
ENSMUSG00000137478			Gm59255
ENSMUSG00000097292			A230107N01Rik
ENSMUSG00000133585			Gm41436
ENSMUSG00000110153			Gm17766
ENSMUSG00000124438			Gm58975
ENSMUSG00000026085	ENSG00000144214	LYG1	Lyg1
ENSMUSG00000066629			Rpl36-ps3
ENSMUSG00000131627			Gm59133
ENSMUSG00000110128			Gm45398
ENSMUSG00000113465			Gm40271
ENSMUSG00000085285			Gm14968
ENSMUSG00000109601			Zfp148-ps1
ENSMUSG00000120961			Gm56624
ENSMUSG00000113872			Gm47474
ENSMUSG00000133609			Gm60509
ENSMUSG00000109955			Gm18644
ENSMUSG00000096918			Gm16863
ENSMUSG00000144220			
ENSMUSG00000037159	ENSG00000214102	WEE2	Wee2
ENSMUSG00000126130			Gm59013
ENSMUSG00000118664	ENSG00000104723	TUSC3	Tusc3
ENSMUSG00000113830			1700127F24Rik
ENSMUSG00000130503			Gm59093
ENSMUSG00000128737			Gm60472
ENSMUSG00000123254			Gm58942
ENSMUSG00000134248			Gm59185
ENSMUSG00000128749			Gm60473
ENSMUSG00000130743			Gm59107
ENSMUSG00000120718			Gm56656
ENSMUSG00000128764			
ENSMUSG00000116793			Gm34256
ENSMUSG00000138687			Gm52400
ENSMUSG00000036872	ENSG00000140798	ABCC12	Abcc12
ENSMUSG00000138811			Gm59277
ENSMUSG00000087384			Gm15558
ENSMUSG00000138771			Gm59273
ENSMUSG00000128774			Gm9777
ENSMUSG00000133642			Gm60510
ENSMUSG00000138644			Gm54052
ENSMUSG00000128802			Gm60474
ENSMUSG00000116597			Gm536
ENSMUSG00002076708			Gm56189
ENSMUSG00000077629			Gm23769
ENSMUSG00000026005	ENSG00000197713	RPE	Rpe
ENSMUSG00000026005	ENSG00000235376	RPEL1	Rpe
ENSMUSG00000024227			Pdzph1
ENSMUSG00000128810			Gm60476
ENSMUSG00000128814			Gm60477
ENSMUSG00000133742			Gm41418
ENSMUSG00000128836			Gm60478
ENSMUSG00000114792			Gm6416
ENSMUSG00000133745			Gm60511
ENSMUSG00000133753			Gm60513
ENSMUSG00000027883	ENSG00000121957	GPSM2	Gpsm2
ENSMUSG00000081320			Gm15034
ENSMUSG00000039813	ENSG00000095383	TBC1D2	Tbc1d2
ENSMUSG00000082347			Gm15036
ENSMUSG00000087369			Gm14696
ENSMUSG00000133785			Gm53924
ENSMUSG00000112567			Gm32899
ENSMUSG00000045237	ENSG00000197620	EOLA1	Eola1
ENSMUSG00000045237	ENSG00000197021	EOLA2	Eola1
ENSMUSG00000113481			Gm48388
ENSMUSG00000133794			Gm60517
ENSMUSG00000138724			Gm59272
ENSMUSG00000015812	ENSG00000147437	GNRH1	Gnrh1
ENSMUSG00000139056			
ENSMUSG00000056629	ENSG00000173486	FKBP2	Fkbp2
ENSMUSG00000112646			Gm5654
ENSMUSG00000029911	ENSG00000106028	SSBP1	Ssbp1
ENSMUSG00000128956			Gm60479
ENSMUSG00000133800			Gm60519
ENSMUSG00000135240			Gm61291
ENSMUSG00000133823			Gm53925
ENSMUSG00000128982			Gm60482
ENSMUSG00000116871			Gm33912
ENSMUSG00000113964			Gm48667
ENSMUSG00000128987			Gm33315
ENSMUSG00000114041			Gm9269
ENSMUSG00000073141			4930567H17Rik
ENSMUSG00000081199			Gm16407
ENSMUSG00000068463			B630019A10Rik
ENSMUSG00000105694			Gm43237
ENSMUSG00000082538			Gm14704
ENSMUSG00000130420			
ENSMUSG00000105707			Gm43753
ENSMUSG00000084193			Gm6823
ENSMUSG00000090326	ENSG00000197057	DTHD1	Dthd1
ENSMUSG00000086989			Gm16441
ENSMUSG00000116558			Gm49697
ENSMUSG00000082770			Gm14722
ENSMUSG00000082713			Gm14721
ENSMUSG00000123560			Gm61293
ENSMUSG00000073139	ENSG00000269556	TMEM185A	Tmem185a
ENSMUSG00000114654			Gm47918
ENSMUSG00000116715			Gm40881
ENSMUSG00000044447	ENSG00000147459	DOCK5	Dock5
ENSMUSG00000144226	ENSG00000286264		Gm51400
ENSMUSG00000114129			Gm16476
ENSMUSG00000113368			Gm10054
ENSMUSG00000029359	ENSG00000088992	TESC	Tesc
ENSMUSG00000128283			Gm61297
ENSMUSG00000110677			Gm45777
ENSMUSG00000128510			Gm59052
ENSMUSG00000090185			Gm15523
ENSMUSG00000128631			Gm59056
ENSMUSG00000046196			Ttc39d
ENSMUSG00000039809	ENSG00000136928	GABBR2	Gabbr2
ENSMUSG00000128554			Gm59053
ENSMUSG00000127819			Gm59043
ENSMUSG00000129025			Gm60498
ENSMUSG00000129028			
ENSMUSG00000055760	ENSG00000152147	GEMIN6	Gemin6
ENSMUSG00000136818			Gm59236
ENSMUSG00000136787			Gm59235
ENSMUSG00000129029			Gm33875
ENSMUSG00000118168			Gm36419
ENSMUSG00000136453			Gm61300
ENSMUSG00000073233			Nfyc-ps
ENSMUSG00000120470			Gm56641
ENSMUSG00000112006			Gm48633
ENSMUSG00000129035			Gm60501
ENSMUSG00000129093			Gm60503
ENSMUSG00000035051	ENSG00000163214	DHX57	Dhx57
ENSMUSG00000129137			Gm60504
ENSMUSG00000129140			
ENSMUSG00000129156			Gm60508
ENSMUSG00000121822			Gm48691
ENSMUSG00000120203			Gm56643
ENSMUSG00000139658			Gm59293
ENSMUSG00000134987			Gm36774
ENSMUSG00000098800			Gm27244
ENSMUSG00000049565	ENSG00000162641	AKNAD1	Aknad1
ENSMUSG00000135025			Gm59197
ENSMUSG00000129181			Gm60512
ENSMUSG00000120097			Gm36914
ENSMUSG00000129203			Gm60514
ENSMUSG00000120288			Gm56613
ENSMUSG00000129244			Gm60521
ENSMUSG00000129262			Gm60522
ENSMUSG00000121063			Gm56614
ENSMUSG00000058407	ENSG00000115514	TXNDC9	Txndc9
ENSMUSG00000104868			Nwd2os
ENSMUSG00000129284			Gm60523
ENSMUSG00000129329			Gm31516
ENSMUSG00000073102	ENSG00000157856	DRC1	Drc1
ENSMUSG00000129345			Gm60524
ENSMUSG00000129395			Gm60527
ENSMUSG00000052850	ENSG00000127362	TAS2R3	Tas2r137
ENSMUSG00000133884			Gm46570
ENSMUSG00000114731			Gm47914
ENSMUSG00000083747			Gm14727
ENSMUSG00000037140	ENSG00000127364	TAS2R4	Tas2r108
ENSMUSG00000129471			Gm60529
ENSMUSG00000083784			Gm14729
ENSMUSG00000082336			Gm8401
ENSMUSG00000085016			Gm11335
ENSMUSG00000029909	ENSG00000165076	PRSS37	Prss37
ENSMUSG00000045231			BC106179
ENSMUSG00000080843			Gm14726
ENSMUSG00000083119			Gm14724
ENSMUSG00000112615			Gm18337
ENSMUSG00000082652			Gm14725
ENSMUSG00000112465			Gm18387
ENSMUSG00000084014			Gm7209
ENSMUSG00000020609	ENSG00000084674	APOB	Apob
ENSMUSG00000129506			Gm60530
ENSMUSG00002075674			Gm55334
ENSMUSG00000031358	ENSG00000005302	MSL3	Msl3
ENSMUSG00000129534			Gm60531
ENSMUSG00000129538			Gm60532
ENSMUSG00000133917			Gm60552
ENSMUSG00000114708			Gm30177
ENSMUSG00000121720			Gm5766
ENSMUSG00000129549			Gm60533
ENSMUSG00000133937			Gm60554
ENSMUSG00000133946			Gm60555
ENSMUSG00000129575			Gm60534
ENSMUSG00000037652	ENSG00000173889	PHC3	Phc3
ENSMUSG00000129595			Gm31364
ENSMUSG00000107359			Gm43295
ENSMUSG00000116823			Gm49595
ENSMUSG00000068259	ENSG00000237621	OR9A1P	Or9a7
ENSMUSG00000114846			Gm29927
ENSMUSG00000133990			Gm33330
ENSMUSG00000100475			Gm29543
ENSMUSG00000134003			Gm34340
ENSMUSG00000045514	ENSG00000258083	OR9A4	Or9a4
ENSMUSG00000134095			Gm60556
ENSMUSG00000066191	ENSG00000165138	ANKS6	Anks6
ENSMUSG00000134133			Gm35150
ENSMUSG00000121648			Gm60535
ENSMUSG00000029915	ENSG00000258227	CLEC5A	Clec5a
ENSMUSG00000114743			Gm34672
ENSMUSG00000106311			Gm43755
ENSMUSG00000090061	ENSG00000174145	NWD2	Nwd2
ENSMUSG00000129654			Gm60540
ENSMUSG00000129658			Gm60541
ENSMUSG00000129671			Gm60542
ENSMUSG00000129696			C530050E15Rik
ENSMUSG00000129709			Gm60543
ENSMUSG00000114478			Gm34558
ENSMUSG00000018697	ENSG00000275700	AATF	Aatf
ENSMUSG00000123958			Gm58962
ENSMUSG00000129741			Gm60544
ENSMUSG00000117664			Gm36860
ENSMUSG00000048385	ENSG00000261678	SCRT1	Scrt1
ENSMUSG00000090138			Gm3687
ENSMUSG00000129743			Gm60545
ENSMUSG00000129750			Gm60546
ENSMUSG00000134179			Gm35685
ENSMUSG00000123885			Gm58959
ENSMUSG00000032867	ENSG00000174989	FBXW8	Fbxw8
ENSMUSG00000129754			Gm60547
ENSMUSG00000129778			Gm60548
ENSMUSG00000018893	ENSG00000198125	MB	Mb
ENSMUSG00000039849	ENSG00000100982	PCIF1	Pcif1
ENSMUSG00000123843			Gm41835
ENSMUSG00000129780			Gm60549
ENSMUSG00000098866			Mir6539
ENSMUSG00000091418			Gm3164
ENSMUSG00000134181			Gm60569
ENSMUSG00000091148			Gm3182
ENSMUSG00000129781			Gm60550
ENSMUSG00000129790			Gm60551
ENSMUSG00000134191			Gm60572
ENSMUSG00000112957			4930547H16Rik
ENSMUSG00000118196			Gm29946
ENSMUSG00000134212			Gm60574
ENSMUSG00000097876			Gm16892
ENSMUSG00000082488			1700119I11Rik
ENSMUSG00000026004	ENSG00000144445	KANSL1L	Kansl1l
ENSMUSG00000022094	ENSG00000104635	SLC39A14	Slc39a14
ENSMUSG00000121849			Gm15760
ENSMUSG00000120362			2810449D17Rik
ENSMUSG00000040451	ENSG00000198964	SGMS1	Sgms1
ENSMUSG00000134305			Gm60581
ENSMUSG00000081561			Gm12425
ENSMUSG00000134330			Gm60582
ENSMUSG00000084199			Gm12422
ENSMUSG00000039774	ENSG00000119514	GALNT12	Galnt12
ENSMUSG00000134338			Gm60583
ENSMUSG00000134352			Gm60584
ENSMUSG00000134387			Gm60585
ENSMUSG00000085169			Gm10785
ENSMUSG00000129812			Gm60557
ENSMUSG00000129865			Gm60559
ENSMUSG00000129884			Gm60560
ENSMUSG00000113057			Gm48812
ENSMUSG00000129924			Gm60561
ENSMUSG00000129947			Gm60562
ENSMUSG00000113726			Gm36099
ENSMUSG00000134397			Gm60594
ENSMUSG00000134411			Gm60595
ENSMUSG00000134417			Gm60596
ENSMUSG00000054612	ENSG00000170430	MGMT	Mgmt
ENSMUSG00000134422			Gm30311
ENSMUSG00000134429			Gm60598
ENSMUSG00000134395			Gm61332
ENSMUSG00000134430			Gm60599
ENSMUSG00000140381			Gm61333
ENSMUSG00000033576	ENSG00000221963	APOL6	Apol6
ENSMUSG00000134431			Gm60600
ENSMUSG00000140302			Gm61334
ENSMUSG00000134438			Gm60601
ENSMUSG00000140190			Gm61335
ENSMUSG00000134473			Gm60602
ENSMUSG00000140149			Gm31271
ENSMUSG00000129980			
ENSMUSG00000120515			Gm56605
ENSMUSG00000129982			Gm60563
ENSMUSG00000116903			Gm19522
ENSMUSG00000130030			Gm60565
ENSMUSG00000058250	ENSG00000257138	TAS2R38	Tas2r138
ENSMUSG00000073164			2410018L13Rik
ENSMUSG00000116987			Gm49625
ENSMUSG00000130040			Gm36183
ENSMUSG00000068587	ENSG00000257335	MGAM	Mgam
ENSMUSG00000081500			Gm15233
ENSMUSG00000109721			Gm45280
ENSMUSG00000036560	ENSG00000153902	LGI4	Lgi4
ENSMUSG00000031355	ENSG00000047648	ARHGAP6	Arhgap6
ENSMUSG00000096960			A230028O05Rik
ENSMUSG00000018698	ENSG00000273706	LHX1	Lhx1
ENSMUSG00000029360			Gm9754
ENSMUSG00000134541			Gm60613
ENSMUSG00000134551			Gm60614
ENSMUSG00000060512	ENSG00000154274	PGCKA1	Pgcka1
ENSMUSG00000130085			Gm60567
ENSMUSG00000134564			Gm60616
ENSMUSG00000130116			Gm60568
ENSMUSG00000134582			Gm60617
ENSMUSG00000130123			Gm60570
ENSMUSG00000134583			Gm60618
ENSMUSG00000079179			Rab10os
ENSMUSG00000121787			Magef1
ENSMUSG00000130127			Gm60571
ENSMUSG00000130165			Gm60573
ENSMUSG00000130218			Gm60575
ENSMUSG00000130263			Gm60576
ENSMUSG00000130287			Gm60577
ENSMUSG00000134594			Gm60621
ENSMUSG00000134598			Gm60622
ENSMUSG00000130324			Gm60578
ENSMUSG00000134610			Gm60624
ENSMUSG00000130341			Gm60580
ENSMUSG00000134688			Gm60627
ENSMUSG00000130347			
ENSMUSG00000134692			Gm30474
ENSMUSG00000119572			Gm24753
ENSMUSG00000033565	ENSG00000100320	RBFOX2	Rbfox2
ENSMUSG00000081487			Gm13689
ENSMUSG00000064669			Gm24461
ENSMUSG00000018593	ENSG00000113140	SPARC	Sparc
ENSMUSG00000027001	ENSG00000162999	DUSP19	Dusp19
ENSMUSG00000134705			Gm60629
ENSMUSG00000134712			Gm30814
ENSMUSG00000094286			Gm12424
ENSMUSG00000047881	ENSG00000181826	RELL1	Rell1
ENSMUSG00000085896			5330429C05Rik
ENSMUSG00000134726			Gm41432
ENSMUSG00000083491			Gm12423
ENSMUSG00000134765			Gm60639
ENSMUSG00000028339	ENSG00000204291	COL15A1	Col15a1
ENSMUSG00000116865			Gm49560
ENSMUSG00000130351			Gm60586
ENSMUSG00000117440			Gm50087
ENSMUSG00000130354			Gm60587
ENSMUSG00000045257	ENSG00000188010	MORN2	Morn2
ENSMUSG00000134802			Gm60642
ENSMUSG00000114762			Gm47007
ENSMUSG00000109507			Gm18559
ENSMUSG00000134831			Gm31259
ENSMUSG00000109068			Gm45207
ENSMUSG00000130363			Gm60590
ENSMUSG00000108950			9130015G15Rik
ENSMUSG00000130383			Gm60591
ENSMUSG00000087335			4930526F13Rik
ENSMUSG00000120468			Gm56603
ENSMUSG00000103834			Gm37613
ENSMUSG00000134851			Gm60644
ENSMUSG00000109051			Gm44913
ENSMUSG00000117232			1600002D24Rik
ENSMUSG00000054901	ENSG00000214694	ARHGEF33	Arhgef33
ENSMUSG00000102148			Gm38059
ENSMUSG00000057092	ENSG00000089356	FXYD3	Fxyd3
ENSMUSG00000130424			Gm60597
ENSMUSG00000114414			A930014D07Rik
ENSMUSG00000130461			Gm41005
ENSMUSG00000113576			Gm47658
ENSMUSG00000130519			Gm35302
ENSMUSG00000102559			Gm37570
ENSMUSG00000102374			Gm38387
ENSMUSG00000102776			Gm38162
ENSMUSG00000082057			Gm15789
ENSMUSG00000134869			Gm33797
ENSMUSG00000114080			Gm47661
ENSMUSG00000039834	ENSG00000198026	ZNF335	Zfp335
ENSMUSG00000103706			6820402A03Rik
ENSMUSG00000130527			Gm60609
ENSMUSG00000134878			Gm41439
ENSMUSG00000130541			Gm60610
ENSMUSG00000103756			Gm37285
ENSMUSG00000130562			Gm60611
ENSMUSG00000103382			Gm37755
ENSMUSG00000087552			Gm15819
ENSMUSG00000103553			Gm38218
ENSMUSG00000116913			Gm49566
ENSMUSG00000120784			Gm56577
ENSMUSG00000130604			Gm60612
ENSMUSG00000026083	ENSG00000158417	EIF5B	Eif5b
ENSMUSG00000106076			Gm43840
ENSMUSG00000130623			Gm33294
ENSMUSG00000134895			Gm41509
ENSMUSG00000130639			Gm60615
ENSMUSG00000077209			Gm25608
ENSMUSG00000130683			Gm53807
ENSMUSG00000029171	ENSG00000169299	PGM2	Pgm2
ENSMUSG00000120015			Gm41452
ENSMUSG00000134920			Gm34733
ENSMUSG00000116324			Gm33696
ENSMUSG00000130689			Gm32836
ENSMUSG00000134931			Gm60659
ENSMUSG00000116898			Gm49785
ENSMUSG00000134967			Gm60660
ENSMUSG00000120198			Gm4633
ENSMUSG00000130722			Gm60625
ENSMUSG00000130734			Gm60628
ENSMUSG00000130760			Gm41001
ENSMUSG00000130800			Gm60637
ENSMUSG00000130801			Gm60638
ENSMUSG00000130870			Gm40659
ENSMUSG00000121038			Gm56630
ENSMUSG00000130898			Gm60640
ENSMUSG00000114554			5430425K12Rik
ENSMUSG00000118064			Gm50210
ENSMUSG00000135067			Gm5486
ENSMUSG00000097787			Sgms1os1
ENSMUSG00000058745			Gm9174
ENSMUSG00000033644	ENSG00000197181	PIWIL2	Piwil2
ENSMUSG00000130929			Gm60643
ENSMUSG00000024241	ENSG00000115904	SOS1	Sos1
ENSMUSG00000097265			Gm55122
ENSMUSG00000118355			Gm38616
ENSMUSG00000118329			Gm9563
ENSMUSG00000062456			Rpl9-ps6
ENSMUSG00002076449			Gm56069
ENSMUSG00002076429			Gm56070
ENSMUSG00000087954			Gm22559
ENSMUSG00000106745			Gm43342
ENSMUSG00000135108			Gm60668
ENSMUSG00000024896	ENSG00000107789	MINPP1	Minpp1
ENSMUSG00000116982			4930567J20Rik
ENSMUSG00000107371			Gm43784
ENSMUSG00000030507	ENSG00000109851	DBX1	Dbx1
ENSMUSG00000107334			Gm7538
ENSMUSG00000130935			Gm60648
ENSMUSG00000130937			Gm60649
ENSMUSG00000029174	ENSG00000065882	TBC1D1	Tbc1d1
ENSMUSG00000130954			Gm60650
ENSMUSG00000130961			Gm34058
ENSMUSG00000135146			Gm60672
ENSMUSG00000135164			2610020F03Rik
ENSMUSG00000118106			Gm54639
ENSMUSG00000039745	ENSG00000109854	HTATIP2	Htatip2
ENSMUSG00000119982			Gm56634
ENSMUSG00000135165			Gm60674
ENSMUSG00000135195			Gm19723
ENSMUSG00000130969			
ENSMUSG00000135212			Gm60677
ENSMUSG00000135217			Gm60678
ENSMUSG00000135238			Gm60679
ENSMUSG00000144227			
ENSMUSG00000135260			Gm60682
ENSMUSG00000118289			Gm19724
ENSMUSG00000135269			Gm60684
ENSMUSG00000141302			Gm59324
ENSMUSG00000135280			Gm60685
ENSMUSG00000131007			Gm60652
ENSMUSG00000129959			Gm59087
ENSMUSG00000135399			Gm60687
ENSMUSG00000138216			Gm59622
ENSMUSG00000135440			Gm60688
ENSMUSG00000074896	ENSG00000119917	IFIT3	Ifit3
ENSMUSG00000116600			Gm49707
ENSMUSG00000131044			Gm52045
ENSMUSG00000018405	ENSG00000278619	MRM1	Mrm1
ENSMUSG00000131050			Gm60655
ENSMUSG00000131077			Gm60657
ENSMUSG00000135531			Gm60690
ENSMUSG00000120905			Gm56623
ENSMUSG00000079339	ENSG00000204010	IFIT1B	Ifit1bl1
ENSMUSG00000135588			Gm60692
ENSMUSG00000131081			Gm60658
ENSMUSG00000131092			Gm60661
ENSMUSG00000135598			Gm60693
ENSMUSG00000100760			Gm4035
ENSMUSG00000062488	ENSG00000119917	IFIT3	Ifit3b
ENSMUSG00000067297	ENSG00000204010	IFIT1B	Ifit1bl2
ENSMUSG00000135602			Gm52266
ENSMUSG00000135635			Gm60699
ENSMUSG00000135706			Gm60701
ENSMUSG00000097694			G730013B05Rik
ENSMUSG00000118260			Cnn2-ps
ENSMUSG00000034459	ENSG00000204010	IFIT1B	Ifit1
ENSMUSG00000018585	ENSG00000177556	ATOX1	Atox1
